@HansrajMeena,@PMOIndia,3
@HansrajMeena,@narendramodi,66
@HansrajMeena,@rashtrapatibhvn,50
@HansrajMeena,@myogiadityanath,254
#MAGA,#COVID19,19
#MAGA,#Trump,21
@AmitShah,@rsprasad,3
@AmitShah,@rashtrapatibhvn,15
@AmitShah,@myogiadityanath,16
@AmitShah,@PMOIndia,88
@AmitShah,@smritiirani,2
@AmitShah,@narendramodi,172
@RahulGandhi,@rsprasad,16
@RahulGandhi,@rashtrapatibhvn,16
@RahulGandhi,@myogiadityanath,19
@RahulGandhi,@PMOIndia,16
@RahulGandhi,@narendramodi,54
@RahulGandhi,@BJP4India,4
#WearAMask,#COVID19,22
#WearAMask,#TrumpHasCovid,2
#WearAMask,#SocialDistancing,9
#WearAMask,#TrumpCovid,2
@nsitharaman,@PMOIndia,7
@nsitharaman,@narendramodi,34
@nsitharaman,@myogiadityanath,32
@nsitharaman,@vijaykbandhu,44
#coronavirus,#COVID19,32
#coronavirus,#TrumpCovid,9
#coronavirus,#SARSCoV2,1
#coronavirus,#DonaldTrump,7
#coronavirus,#Trump,8
#COVID19,#TrumpHasCovid,26
#COVID19,#IMA,10
#COVID19,#SocialDistancing,18
#COVID19,#SARSCoV2,15
#COVID19,#Doctors,10
#COVID19,#DonaldTrump,16
#COVID19,#Trump,30
#COVID19,#BREAKING,17
#COVID19,#TrumpCovid,28
@aajtak,@narendramodi,28
@aajtak,@myogiadityanath,13
#DonaldTrump,#TrumpHasCovid,9
#DonaldTrump,#TrumpCovid,18
#DonaldTrump,#Trump,21
@vijaykbandhu,@PMOIndia,14
@vijaykbandhu,@myogiadityanath,32
@vijaykbandhu,@narendramodi,26
#TrumpCovid,#TrumpHasCovid,33
#TrumpCovid,#Trump,22
#TrumpHasCovid,#Trump,14
#IMA,#Doctors,10
@PMOIndia,@rsprasad,2
@PMOIndia,@rashtrapatibhvn,19
@PMOIndia,@myogiadityanath,54
@PMOIndia,@narendramodi,255
@PMOIndia,@BJP4India,5
@narendramodi,@rsprasad,32
@narendramodi,@rashtrapatibhvn,78
@narendramodi,@myogiadityanath,292
@narendramodi,@smritiirani,26
@narendramodi,@BJP4India,30
@BJP4India,@myogiadityanath,14
@rsprasad,@rashtrapatibhvn,18
