@rmsocool,#BTSWEEK,223
@rmsocool,@BTS_twt,427
#Dynamite,#BTSonFallon_D5,68
#Dynamite,#TheGroup,1360
#Dynamite,#BTS_Dynamite,46
#Dynamite,#BTSMONTH,51
#Dynamite,#BTS,2173
#Dynamite,#BTSWEEK,117
#Dynamite,#TheSong,13550
#Dynamite,#PCAs,16498
#BTS_Dynamite,#BTSonFallon_D5,126
#BTS_Dynamite,#TheGroup,35
#BTS_Dynamite,#BTSMONTH,108
#BTS_Dynamite,#BTS,71
#BTS_Dynamite,#BTSWEEK,25333
#BTS_Dynamite,#TheSong,39
#BTS_Dynamite,#PCAs,78
#ThankYouTonightShow,#BTSonFallon_D5,156
#ThankYouTonightShow,#TheGroup,24
#ThankYouTonightShow,#BTSMONTH,136
#ThankYouTonightShow,#BTS,34
#ThankYouTonightShow,#BTSWEEK,192
#ThankYouTonightShow,#TheNighttimeTalkShow,38
#ThankYouTonightShow,#ThankYouChimmyFallon,132
#ThankYouTonightShow,#PCAs,78
@92jinlovrs,#BTSWEEK,170
@92jinlovrs,@BTS_twt,197
@92jinlovrs,@peopleschoice,1
#BTSonFallon_D5,#TheGroup,59
#BTSonFallon_D5,#BTSMONTH,292
#BTSonFallon_D5,#BTS,102
#BTSonFallon_D5,#BTSWEEK,723
#BTSonFallon_D5,#TheNighttimeTalkShow,16
#BTSonFallon_D5,#TheSong,40
#BTSonFallon_D5,#ThankYouChimmyFallon,65
#BTSonFallon_D5,#PCAs,143
@MrsTOH2O,#BTSWEEK,50
@MrsTOH2O,@FallonTonight,51
@MrsTOH2O,@BTS_twt,6
@MrsTOH2O,@peopleschoice,52
@jimmyfallon,#BTSWEEK,109
@jimmyfallon,@peopleschoice,18
@jimmyfallon,@BTS_twt,517
@jimmyfallon,@BTSBEINGBTSYT,7
@jimmyfallon,@FallonTonight,520
#BTSMONTH,#BTSWEEK,337
#BTSMONTH,#PCAs,127
#BTSMONTH,#BTS,79
#BTSMONTH,#TheGroup,55
#BTSMONTH,#TheNighttimeTalkShow,15
#BTSMONTH,#ThankYouChimmyFallon,55
#BTSMONTH,#TheSong,39
@ARMYForce_Peru,#BTSWEEK,68
@ARMYForce_Peru,@BTS_twt,89
#TheGroup,#TheSong,711
#TheGroup,#BTS,13360
#TheGroup,#BTSWEEK,301
#TheGroup,#ThankYouChimmyFallon,13
#TheGroup,#PCAs,9981
#TheSong,#BTSWEEK,43
#TheSong,#BTS,931
#TheSong,#PCAs,14263
#ThankYouChimmyFallon,#BTSWEEK,53
#ThankYouChimmyFallon,#BTS,18
#ThankYouChimmyFallon,#TheNighttimeTalkShow,5
#ThankYouChimmyFallon,#PCAs,23
@FallonTonight,@BTS_twt,28416
@FallonTonight,@BTSBEINGBTSYT,32
@FallonTonight,#BTSWEEK,26338
@FallonTonight,@peopleschoice,3723
@FallonTonight,@charts_k,703
@FallonTonight,@del_bangtan,4
#BTSonFallon_D4,#BTSWEEK,377
#BTSonFallon_D4,#BTS,12
#BTSWEEK,@BTS_twt,23590
#BTSWEEK,#PCAs,418
#BTSWEEK,@BTSGlobalCharts,156
#BTSWEEK,#BTS,708
#BTSWEEK,@BTSBEINGBTSYT,309
#BTSWEEK,#TheNighttimeTalkShow,45
#BTSWEEK,@peopleschoice,86
#BTSWEEK,@charts_k,701
#BTSWEEK,@del_bangtan,90
#PCAs,#BTS,13537
#PCAs,#TheNighttimeTalkShow,661
@BTSGlobalCharts,@BTS_twt,177
#BTS,#TheNighttimeTalkShow,11
@BTS_twt,@BTSBEINGBTSYT,362
@BTS_twt,@peopleschoice,716
@BTS_twt,@charts_k,1685
@BTS_twt,@del_bangtan,190
@peopleschoice,@del_bangtan,4
